store,sku,name,brand,category,quantity_value,quantity_unit,pack_size,price_eur,price_bgn
Lidl,10051190,Месо за готвене от прясно пилешко филе,,Месо и колбаси,,,,1.68,3.29
Lidl,10051201,Пълнозърнест хляб,,Хляб и печива,,,,0.4,0.79
Lidl,10051533,Детски спортен панталон,,Други,,,,3.13,6.13
Lidl,10051508,Кактус или сукулент,,Други,,,,3.57,6.99
Lidl,10051087,Газирана безалкохолна напитка,,Хляб и печива,,,,0.26,0.51
Lidl,10051584,Пържен лук,,Плодове и зеленчуци,,,,1.38,2.69
Lidl,10051250,Печени пилешки гърди,,Месо и колбаси,,,,0.44,0.86
Lidl,10051971,Омекотител,,Почистващи,,,,1.17,2.29
Lidl,10051960,Печурки,,Други,,,,0.91,1.78
Lidl,10051197,Точени кори,,Паста и тестени,,,,0.56,1.09
Lidl,10051042,Торби за смет,,Други,,,,0.6,1.17
Lidl,10051497,Блуза,,Други,,,,2.09,4.09
Lidl,10051040,Шоколад,,Напитки безалкохолни,,,,1.88,3.68
Lidl,10050644,Течен перилен препарат,,Почистващи,,,,2.03,3.98
Lidl,10051845,Прясно зърнесто сирене XXL,,Млечни продукти,,,,1.22,2.39
Lidl,10051703,Майонеза с дижонска горчица,,Подправки и сосове,,,,1.25,2.45
Lidl,10051525,Акумулаторна лампа за вграждане,,Инструменти,,,,3.4,6.64
Lidl,10051493,Конвекторна печка,,Други,,,,13.07,25.56
Lidl,10051477,Тример за лице,,Други,,,,1.83,3.57
Lidl,10051694,Френски фламкухен,,Други,,,,1.53,2.99
Lidl,10051016,Немска деликатесна салата с колбас,,Месо и колбаси,,,,1.12,2.19
Lidl,10051944,Конфитюр,,Консерви,,,,0.99,1.93
Lidl,10051025,Газирана безалкохолна напитка,,Хляб и печива,,,,0.26,0.51
Lidl,10051888,Кафе на зърна,,Кафе и чай,,,,7.84,15.33
Lidl,10051560,Блуза,,Други,,,,2.35,4.6
Lidl,10051020,Месо за готвене от младо телешко,,Месо и колбаси,,,,2.95,5.77
Lidl,10051902,Шотландско уиски,,Напитки алкохолни,,,,4.7,9.2
Lidl,10051967,Бургери от младо телешко XXL,,Месо и колбаси,,,,2.87,5.62
Lidl,10051843,Прясно мляко,,Млечни продукти,,,,1.02,1.99
Lidl,10051504,Рози,,Други,,,,1.63,3.19
Lidl,10051715,Смес за макарони,,Паста и тестени,,,,1.44,2.81
Lidl,10051562,Колан,,Напитки безалкохолни,,,,2.61,5.11
Lidl,10051893,Крем за мазане с шамфъстък,,Козметика,,,,2.09,4.09
Lidl,10051561,Тениски,,Други,,,,5.23,10.22
Lidl,10051467,Постелка за гимнастика,,Други,,,,5.23,10.22
Lidl,10051470,Козметично огледало,,Други,,,,1.96,3.83
Lidl,10031588,Прясно фагри,,Други,,,,11.75,22.99
Lidl,10051450,Суитшърт,,Други,,,,5.23,10.22
Lidl,10051193,Българско бяло саламурено сирене ЗНП,,Млечни продукти,,,,1.84,3.59
Lidl,10051656,Салам със сирене,,Млечни продукти,,,,1.25,2.45
Lidl,10051588,Смес за гофрети,,Други,,,,0.76,1.49
Lidl,10051512,Иглика,,Други,,,,1.04,2.04
Lidl,10051017,Шоколадови бонбони,,Напитки безалкохолни,,,,2.22,4.34
Lidl,10050630,Сушен розмарин,,Други,,,,0.1,0.2
Lidl,10051536,Бебешки клинове,,Други,,,,2.61,5.11
Lidl,10051484,Пасатор,,Други,,,,6.01,11.75
Lidl,10051558,"Квадратни адаптери, битове, ограничители на дълбочина или държач за битове",,Инструменти,,,,0.78,1.53
Lidl,10051923,Ароматизатор за автомобил,,Напитки алкохолни,,,,1.04,2.04
Lidl,10051480,Хавлиени кърпи,,Хигиена,,,,3.66,7.15
Lidl,10051693,Картофени ноазети,,Други,,,,1.43,2.8
Lidl,10051695,Мини огретени,,Други,,,,1.7,3.32
Lidl,10051903,Шотландско уиски,,Напитки алкохолни,,,,5.23,10.22
Lidl,10051904,Бърбън уиски,,Напитки алкохолни,,,,7.06,13.8
Lidl,10051947,Пресни яйца,,Други,,,,3.13,6.13
Lidl,10051202,Бял хляб с квас,,Хляб и печива,,,,0.51,0.99
Lidl,10051661,Френско сирене Мюнстер,,Млечни продукти,,,,1.3,2.55
Lidl,10051811,Ръчен хляб,,Хляб и печива,,,,0.59,1.15
Lidl,10051835,Геврек,,Хляб и печива,,,,0.34,0.66
Lidl,10051518,Робот за почистване на прозорци,,Други,,,,52.28,102.25
Lidl,10051121,Флан Карамел,,Други,,,,1.02,1.99
Lidl,10051593,Маслени вафли,,Сладкарски изделия,,,,1.12,2.19
Lidl,10051128,Део рол-он,,Други,,,,0.44,0.86
Lidl,10051130,Препарат за почистване на под,,Почистващи,,,,0.6,1.17
Lidl,10051530,Детски тениски,,Други,,,,2.87,5.62
Lidl,10051842,Крем сирене,,Млечни продукти,,,,1.18,2.3
Lidl,10051933,Луканков салам XXL,,Месо и колбаси,,,,1.75,3.42
Lidl,10051517,Електрическа четка за почистване,,Други,,,,7.84,15.33
Lidl,10050638,Круши в сок от грозде,,Плодове и зеленчуци,,,,1.15,2.24
Lidl,10051704,Мус,,Други,,,,0.65,1.27
Lidl,10051925,Таблетки за съдомиялна,,Други,,,,7.32,14.31
Lidl,10051551,Акумулаторен ъглов ударен гайковерт,,Инструменти,,,,20.91,40.9
Lidl,10051716,Шоколад с пълнеж,,Напитки безалкохолни,,,,0.76,1.49
Lidl,10051545,3 в 1 акумулаторна ударна бормашина,,Инструменти,,,,11.76,23.0
Lidl,10051118,Газирана безалкохолна напитка,,Хляб и печива,,,,0.26,0.51
Lidl,10051030,Сос Болонезе,,Подправки и сосове,,,,0.89,1.75
Lidl,10051675,Френско сирене,,Млечни продукти,,,,1.83,3.57
Lidl,10051075,Филе от херинга,,Месо и колбаси,,,,0.71,1.38
Lidl,10051489,Фруктиера,,Други,,,,3.66,7.15
Lidl,10031661,Пармиджано Реджано,,Други,,,,2.55,4.99
Lidl,10051546,Акумулаторна батерия,,Инструменти,,,,10.45,20.44
Lidl,10051586,Вафли,,Сладкарски изделия,,,,1.53,2.99
Lidl,10051122,Био меню,,Други,,,,0.62,1.22
Lidl,10051697,Терин,,Други,,,,2.04,3.99
Lidl,10051972,Течен препарат за пране,,Почистващи,,,,4.96,9.71
Lidl,10051896,Арменски сладки,,Други,,,,0.6,1.17
Lidl,10051035,Соленки Панделки,,Други,,,,0.61,1.19
Lidl,10051112,Мини пици Маргарита,,Други,,,,1.38,2.7
Lidl,10051581,Пастет,,Месо и колбаси,,,,0.76,1.49
Lidl,10051916,Минерална вода,,Напитки безалкохолни,,,,0.52,1.02
Lidl,10051720,Маслени бисквити,,Сладкарски изделия,,,,2.74,5.35
Lidl,10051906,Ликьор,,Напитки алкохолни,,,,6.01,11.75
Lidl,10051959,Круши,,Плодове и зеленчуци,,,,0.84,1.64
Lidl,10051548,Дискове за ъглошлайф,,Инструменти,,,,1.56,3.06
Lidl,10051698,Зелен боб,,Плодове и зеленчуци,,,,1.43,2.8
Lidl,10051531,Бутилка,,Месо и колбаси,,,,2.87,5.62
Lidl,10051037,Шоколадови мини блокчета с кокос,,Напитки безалкохолни,,,,1.54,3.01
Lidl,10051535,Бебешки боди,,Други,,,,1.56,3.06
Lidl,10051462,Степ платформа,,Други,,,,11.76,23.0
Lidl,10051550,Акумулаторна бормашина,,Инструменти,,,,33.98,66.46
Lidl,10051958,Портокали,,Плодове и зеленчуци,,,,0.46,0.89
Lidl,10051119,Гроздова ракия,,Напитки алкохолни,,,,3.37,6.59
Lidl,10051127,Лакомства за котки,,Други,,,,0.55,1.07
Lidl,10051911,Негазирана безалкохолна напитка,,Хляб и печива,,,,0.46,0.89
Lidl,10051463,Спортен сак или раница,,Други,,,,4.7,9.2
Lidl,10051029,Бланширани сладки картофи,,Плодове и зеленчуци,,,,1.3,2.55
Lidl,10031503,Wenko Стойка за микровълнова фурна,,Други,,,,25.56,49.99
Lidl,10050625,Безалкохолна напитка Лимонада,,Хляб и печива,,,,0.78,1.53
Lidl,10051591,Десертен сос,,Сладкарски изделия,,,,1.02,1.99
Lidl,10051520,Спрей моп,,Почистващи,,,,4.7,9.2
Lidl,10051189,Свинско контрафиле,,Месо и колбаси,,,,1.48,2.89
Lidl,10051594,Вафли,,Сладкарски изделия,,,,1.56,3.06
Lidl,10051481,Блендер за смути,,Други,,,,11.24,21.98
Lidl,10051473,Сешоар,,Други,,,,4.18,8.17
Lidl,10051924,Препарат за съдове,,Почистващи,,,,0.91,1.78
Lidl,10051547,Акумулаторен прав шлайф,,Инструменти,,,,20.91,40.9
Lidl,10051577,Пушена шунка,,Месо и колбаси,,,,1.43,2.79
Lidl,10050640,Шоколад,,Напитки безалкохолни,,,,0.99,1.94
Lidl,10051589,Вафли със сирене,,Млечни продукти,,,,0.92,1.79
Lidl,10051712,Сладък крем за мазане,,Козметика,,,,1.27,2.49
Lidl,10051897,Пурички,,Други,,,,1.3,2.55
Lidl,10051038,Карамелени вафли,,Сладкарски изделия,,,,1.51,2.96
Lidl,10051691,Рулца с пълнеж от сирене,,Млечни продукти,,,,1.83,3.57
Lidl,10051837,Донат,,Хляб и печива,,,,0.31,0.61
Lidl,10051946,Български кашкавал от краве мляко БДС,,Млечни продукти,,,,6.27,12.26
Lidl,10051110,Бланширани картофи,,Плодове и зеленчуци,,,,1.02,1.99
Lidl,10051556,Акумулаторна полираща машина,,Инструменти,,,,16.99,33.23
Lidl,10051521,Сушилник за дрехи,,Други,,,,5.23,10.22
Lidl,10051028,Био меню,,Други,,,,0.62,1.22
Lidl,10051931,Антибактериални влажни кърпички,,Хигиена,,,,0.65,1.27
Lidl,10051706,Млечен десерт,,Сладкарски изделия,,,,1.53,2.99
Lidl,10051058,Млечна напитка,,Хляб и печива,,,,0.67,1.32
Lidl,10051505,Орхидея Фаленопсис,,Градина,,,,6.01,11.75
Lidl,10051653,Френско прясно козе сирене,,Млечни продукти,,,,1.83,3.57
Lidl,10051839,Агнешка предна четвъртина,,Други,,,,5.23,10.22
Lidl,10050642,Гел за почистване на канали,,Други,,,,0.73,1.43
Lidl,10051834,Мадлен,,Други,,,,0.26,0.5
Lidl,10051451,Спортен панталон,,Други,,,,3.92,7.66
Lidl,10051454,Спортен панталон,,Други,,,,5.23,10.22
Lidl,10051455,Маратонки,,Риба и морски дарове,,,,5.75,11.24
Lidl,10051100,Пилешки хапки,,Други,,,,1.12,2.19
Lidl,10051915,Негазирана безалкохолна напитка,,Хляб и печива,,,,0.36,0.71
Lidl,10051920,Препарат за пране,,Почистващи,,,,7.82,15.29
Lidl,10050637,Бира Голд,,Напитки алкохолни,,,,0.29,0.56
Lidl,10051459,Тениска,,Други,,,,2.09,4.08
Lidl,10051969,Бонбони,,Сладкарски изделия,,,,1.65,3.22
Lidl,10051527,Детски суитшърт,,Други,,,,3.4,6.64
Lidl,10051574,Гурме салам,,Месо и колбаси,,,,1.94,3.79
Lidl,10050635,Френски кроасани с масло,,Млечни продукти,,,,1.65,3.22
Lidl,10051934,Слънчогледово масло XXL,,Млечни продукти,,,,3.32,6.49
Lidl,10051507,Лалета,,Други,,,,2.04,3.99
Lidl,10050639,Горещ шоколад,,Напитки безалкохолни,,,,0.78,1.53
Lidl,10051486,Микровълнова фурна,,Други,,,,33.98,66.46
Lidl,10051198,Пене или фузили,,Други,,,,0.25,0.49
Lidl,10051194,Кисело мляко XXL,,Млечни продукти,,,,0.35,0.69
Billa,1155,Свински врат без кост За 1 кг До 5 кг на клиент на ден*,,Месо и колбаси,1.0,kg,,6.98,13.65
Billa,1156,Портокали За 1 кг,,Плодове и зеленчуци,1.0,kg,,1.55,3.03
Billa,1157,Гранде кебапче От топлата витрина 1 бр. Billa Ready,Billa,Месо и колбаси,1.0,pcs,,1.0,1.96
Billa,1158,Баничка със сирене или със сирене и спанак От Billa пекарна 125 г Произхо,Billa,Млечни продукти,125.0,g,,0.86,1.68
Billa,1159,Бадем печен За 1 кг,,Други,1.0,kg,,19.54,38.22
Billa,1160,Lavazza Мляно кафе Crema e Gusto 2 x 250 г,Lavazza,Кафе и чай,500.0,g,2,18.17,35.54
Billa,1161,Emeka Тоалетна хартия 3 пласта 32 + 8 бр. в опаковка Произход - Българи,,Хигиена,8.0,pcs,,17.973802,35.15
Billa,1162,Българска ферма Пресен пилешки бут цял XXL За 1 кг Произход - България,,Месо и колбаси,1.0,kg,,3.79,7.41
Billa,1163,La Provincia Пилешки грил микс маринован За 1 кг,,Други,1.0,kg,,9.99,19.54
Billa,1164,Еко Мес Салам Бургас 600 г,,Месо и колбаси,600.0,g,,7.3,14.28
Billa,1165,Супер цена – Деликатес Житница Варено пушен бекон XXL слайс 500 г,,Месо и колбаси,500.0,g,,8.98,17.56
Billa,1166,Тандем Шунка XXL 500 г,Тандем,Месо и колбаси,500.0,g,,7.02,13.73
Billa,1167,Микс кебапчета и кюфтета за скара свинско месо 960 г,,Месо и колбаси,960.0,g,,6.98,13.65
Billa,1168,Перелик Салам Закуска XXL 300 г,Перелик,Месо и колбаси,300.0,g,,5.85,11.44
Billa,1169,Виенски шницел от контрафиле 760 г,,Месо и колбаси,760.0,g,,10.99,21.49
Billa,1170,Орехите Луканка Смядовска вакум 350 г,,Месо и колбаси,350.0,g,,11.99,23.45
Billa,1171,Hochland крема сирене 2 х 200 г,Hochland,Млечни продукти,400.0,g,2,7.49,14.65
Billa,1172,Cammino D'oro Моцарела 2 х 125 г,,Млечни продукти,250.0,g,2,4.283202,8.38
Billa,1173,КФМ Филе Елена XXL слайс 300 г - Храна с традиционно специфичен характер,Елена,Месо и колбаси,300.0,g,,12.11,23.68
Billa,1174,Jogobella Йогурт 400 г,,Млечни продукти,400.0,g,,2.522982,4.93
Billa,1175,Калиакра Сълнчогледово олио 2 л До 5 бр. на клиент*,,Подправки и сосове,2.0,l,,5.5,10.76
Billa,1176,"Heinz Кетчуп оригинал 1,35 кг",Heinz,Подправки и сосове,1.35,kg,,8.08,15.8
Billa,1177,Мираж тунквани бисквити Макси ягодa или портокал 245 г,,Сладкарски изделия,245.0,g,,2.992374,5.85
Billa,1178,"Nucrema Какаов крем 1,2 кг",Nucrema,Козметика,1.2,kg,,9.994138000000001,19.55
Billa,1179,Born Winner Суроватъчен протеин на прах Шоколадов сладолед или Бисквитки,,Напитки безалкохолни,,,,27.99,54.74
Billa,1180,"Банкя Минерална вода 6 x 1,5 л Произход - България Продукт, маркиран със",Банкя,Напитки безалкохолни,9.0,l,6,4.99,9.76
Billa,1181,Milka Бисквити Милка XL 184 г,Milka,Сладкарски изделия,184.0,g,,3.7942519999999997,7.42
Billa,1182,"Palmolive Тоалетен сапун 4 x 90 г Продукт, маркиран със синя звезда",,Козметика,360.0,g,4,4.478782,8.76
Billa,1183,"Pepsi газирана напитка 4 х 1 л Продукт, маркиран със синя звезда",Pepsi,Хляб и печива,4.0,l,4,3.99,7.8
Billa,1184,"Sensodyne Whitening Паста за зъби 2 x 75 мл Продукт, маркиран със синя звезда",,Паста и тестени,150.0,ml,2,9.99,19.54
Billa,1185,Chateau Karnobat Вино 3 л Произход - България,,Напитки алкохолни,3.0,l,,14.26,27.89
Billa,1186,"William Peel Уиски 1,5 л Продукт, маркиран със синя звезда",,Напитки алкохолни,1.5,l,,24.975566,48.85
Billa,1187,"Paulaner бира мултипак 4 х 0,5 л Продукт, маркиран със синя звезда",,Напитки алкохолни,2.0,l,4,9.0,17.6
Billa,1188,"Staropramen Бира мултипакет 4 x 0,5 л Продукт, маркиран със синя звезда",,Напитки алкохолни,2.0,l,4,5.07,9.92
Billa,1189,"Felix Пауч за котки 12 бр. x 85 г Различни видове Продукт, маркиран със синя звезда",Felix,Други,85.0,g,,7.59,14.84
Billa,1190,Savex Premium Гел за пране 112 пранета или Капсули за пране 72 бр. 1 опаковка Произхо,,Кафе и чай,72.0,pcs,,29.982414,58.64
Billa,1191,"Mon Ami Суха храна за кучета с говеждо 10 кг Продукт, маркиран със синя звезда",,Месо и колбаси,10.0,kg,,13.98,27.34
Billa,1192,"Semana Омекотител 100 пранета Произход - България Продукт, маркиран със синя звезда 1",,Почистващи,,,,8.977122,17.56
Billa,1193,"Domestos Почистващ препарат 1,250 л Продукт, маркиран със синя звезда",Domestos,Почистващи,1.25,l,,6.49,12.69
Billa,1194,"Finish Quantum Таблетки за съдомиялна 150 бр. в опаковка Продукт, маркиран със синя зве",,Други,150.0,pcs,,46.78,91.49
Billa,1195,Ягоди 250 г,,Плодове и зеленчуци,250.0,g,,3.31,6.47
Billa,1196,Ябълки Голдън делишъс За 1 кг,,Плодове и зеленчуци,1.0,kg,,2.72,5.32
Billa,1197,Авокадо Хас 1 бр.,,Плодове и зеленчуци,1.0,pcs,,1.66,3.25
Billa,1198,Ананас 1 бр.,,Плодове и зеленчуци,1.0,pcs,,3.89,7.61
Billa,1199,Помело едро 1 бр.,,Други,1.0,pcs,,2.99,5.85
Billa,1200,Гъби печурки 250 г,,Плодове и зеленчуци,250.0,g,,1.94,3.79
Billa,1201,Домати розови За 1 кг,,Плодове и зеленчуци,1.0,kg,,4.87,9.52
Billa,1202,Пресни картофи За 1 кг,,Плодове и зеленчуци,1.0,kg,,2.52,4.93
Billa,1203,Чери домати Рома 250 г,,Плодове и зеленчуци,250.0,g,,2.33,4.56
Billa,1204,Сладки картофи За 1 кг,,Плодове и зеленчуци,1.0,kg,,2.91,5.69
Billa,1205,Спанак листа 200 г,,Плодове и зеленчуци,200.0,g,,2.33,4.56
Billa,1206,Червен лук За 1 кг,,Плодове и зеленчуци,1.0,kg,,1.55,3.03
Billa,1207,"Bon Via Flora Лалета 7 бр.Букет Валидно от 13.02. до 14.02.2026 г.* Продукт, маркиран",,Други,7.0,pcs,,5.847842,11.44
Billa,1208,"Букет рози с лилиум Валидно от 13.02. до 14.02.2026 г.* Продукт, маркиран със синя зв",,Други,,,,17.582642,34.39
Billa,1209,"Bon Via Flora Лалета 15 бр.Букет Валидно от 13.02. до 14.02.2026 г.* Продукт, маркира",,Други,15.0,pcs,,10.932922,21.38
Billa,1210,"Букет за любимата Валидно от 13.02. до 14.02.2026 г.* Продукт, маркиран със синя звез",,Други,,,,9.759442,19.09
Billa,1211,"Bon Via Flora Рози 7 бр.Букет Валидно от 13.02. до 14.02.2026 г.* Продукт, маркиран с",,Други,7.0,pcs,,4.98729,9.75
Billa,1212,"Букет ""Свети Валентин"" Валидно от 13.02. до 14.02.2026 г.* Продукт, маркиран със синя",,Други,,,,20.516342,40.13
Billa,1213,"Роза брой 50 см Валидно от 13.02. до 14.02.2026 г.* Продукт, маркиран със синя звезда",,Други,,,,2.522982,4.93
Billa,1214,"Bon Via Flora Орхидея Фаленопсис с 1 разклонение саксия Ф12 1 бр.** Продукт, маркиран",,Градина,1.0,pcs,,12.888722,25.21
Billa,1215,"Кала саксия Ф12 1 бр.** Продукт, маркиран със синя звезда",,Градина,1.0,pcs,,13.671042,26.74
Billa,1216,"Орхидея Фаленопсис в керамика саксия Ф6 1 бр.** Продукт, маркиран със синя звезда",,Градина,1.0,pcs,,13.671042,26.74
Billa,1217,"Bon Via Flora Рози саксия Ф12 1 бр.** Продукт, маркиран със синя звезда",,Градина,1.0,pcs,,4.98729,9.75
Billa,1218,"Хризантема саксия Ф12 1 бр.** Продукт, маркиран със синя звезда",,Градина,1.0,pcs,,4.98729,9.75
Billa,1219,"Bon Via Flora Каланхое саксия Ф12 1 бр.** Продукт, маркиран със синя звезда",,Градина,1.0,pcs,,4.98729,9.75
Billa,1220,"Примула саксия Ф11 1 бр.** Продукт, маркиран със синя звезда",,Градина,1.0,pcs,,3.892042,7.61
Billa,1221,"Зюмбюл в подаръчка опаковка Ф7 1 бр.** Продукт, маркиран със синя звезда",,Други,1.0,pcs,,3.109722,6.08
Billa,1222,La Provincia Прясно пилешко филе от царевично пиле За 1 кг,,Месо и колбаси,1.0,kg,,14.98,29.3
Billa,1223,Българска ферма Свински гърди с кост нарязани За 1 кг,,Месо и колбаси,1.0,kg,,11.99,23.45
Billa,1224,Grill Party Black angus бургер 300 г,,Други,300.0,g,,6.98,13.65
Billa,1225,"Баварска наденица 400 г Продукт, маркиран със синя звезда",,Месо и колбаси,400.0,g,,6.49,12.69
Billa,1226,Meat Revolution Телешка кайма 400 г,,Месо и колбаси,400.0,g,,6.98,13.65
Billa,1227,"Охладен заек За 1 кг Продукт, маркиран със синя звезда",,Други,1.0,kg,,14.981428,29.3
Billa,1228,Ципура прясна За 1 кг,,Риба и морски дарове,1.0,kg,,17.99,35.18
Billa,1229,"Ocean Fish Суши Филаделфия 240 г Продукт, маркиран със синя звезда",,Други,240.0,g,,8.0,15.65
Billa,1230,"Делиа Пуешки шницел 400 г Продукт, маркиран със синя звезда",,Други,400.0,g,,9.99,19.54
Billa,1231,Аржентински хек замразен За 1 кг,,Замразени,1.0,kg,,5.98,11.7
Billa,1232,"Пушена черноморска сьомгова пъстърва 100 г Продукт, маркиран със синя звезда",,Риба и морски дарове,100.0,g,,8.0,15.65
Billa,1233,Billa Пилешки бутчета замразени BBQ 750 г,Billa,Месо и колбаси,750.0,g,,7.49,14.65
Billa,1234,Тарамосалата бяла или розова 200 г,,Плодове и зеленчуци,200.0,g,,3.99,7.8
Billa,1235,Цаца замразена 500 г,,Замразени,500.0,g,,2.19,4.28
Billa,1236,Пица с шунка и моцарела От Billa пекарна 220 г Произход - България Billa Ready,Billa,Млечни продукти,220.0,g,,2.48,4.85
Billa,1237,Чеснова багета От Billa пекарна 165 г Billa Ready,Billa,Хляб и печива,165.0,g,,1.49,2.91
Billa,1238,Бейби багета От Billa пекарна 50 г Billa Ready,Billa,Хляб и печива,50.0,g,,0.2,0.39
Billa,1239,Бабин хляб със семена или царевичен От Billa пекарна 220 г Billa Ready,Billa,Хляб и печива,220.0,g,,1.99,3.89
Billa,1240,Ново в Billa - Закуска с халапеньо От Billa пекарна 100 г Billa Ready,Billa,Други,100.0,g,,1.15,2.25
Billa,1241,Закуска с кайсия и крем От Billa пекарна 85 г Billa Ready,Billa,Козметика,85.0,g,,1.0,1.96
Billa,1242,Вита Силует Хляб 6 зърна или класик 400 г Произход - България,,Хляб и печива,400.0,g,,2.39,4.67
Billa,1243,Кюфте от кълцано свинско месо От топлата витрина 1 бр. Billa Ready,Billa,Месо и колбаси,1.0,pcs,,0.96,1.88
Billa,1244,Домашна луканкова наденица От топлата витрина 1 бр. Billa Ready,Billa,Месо и колбаси,1.0,pcs,,2.52,4.93
Billa,1245,Бейби картофи със самардала От топлата витрина За 1 кг Billa Ready,Billa,Плодове и зеленчуци,1.0,kg,,7.02,13.73
Billa,1246,Спагети с четири сирена От топлата витрина За 1 кг Billa Ready,Billa,Паста и тестени,1.0,kg,,16.02,31.33
Billa,1247,Сарми с кайма и бял сос От топлата витрина За 1 кг Billa Ready,Billa,Месо и колбаси,1.0,kg,,15.04,29.42
Billa,1248,Пилешка кавърма От топлата витрина За 1 кг Billa Ready,Billa,Други,1.0,kg,,17.0,33.25
Billa,1249,Ориз със зеленчуци От топлата витрина За 1 кг Billa Ready,Billa,Плодове и зеленчуци,1.0,kg,,6.04,11.81
Billa,1250,КФМ Шунка печена или пилешко филе слайс 120 г,,Месо и колбаси,120.0,g,,4.48,8.76
Billa,1251,Нашенци Телешки или хамбурски колбас 800 г,,Месо и колбаси,800.0,g,,3.89,7.61
Billa,1252,Орехите Сушеница Добруджанска вакум 180 г,,Месо и колбаси,180.0,g,,7.02,13.73
Billa,1253,"Мес Ко Пилешко роле 270 г Продукт, маркиран със синя звезда",,Месо и колбаси,270.0,g,,6.04,11.81
Billa,1254,Мес Ко Колбас Мелник 230 г,,Месо и колбаси,230.0,g,,6.04,11.81
Billa,1255,Clever Луканка слайс 100 г,Clever,Месо и колбаси,100.0,g,,3.11,6.08
Billa,1256,Billa Шпеков колбас слайс 100 г,Billa,Месо и колбаси,100.0,g,,2.52,4.93
Billa,1257,Clever Кренвиршr За1 кг,Clever,Месо и колбаси,1.0,kg,,4.48,8.76
Billa,1258,"Marca Italia Прошуто Кото слайс 130 г Продукт, маркиран със синя звезда",,Месо и колбаси,130.0,g,,3.89,7.61
Billa,1259,"Соколово Варено пушено филе От деликатесната витрина За 1 кг Продукт, маркиран със синя звезда",,Месо и колбаси,1.0,kg,,10.93,21.38
Billa,1260,"Деликатес Житница Македонска наденица От деликатесната витрина За 1 кг Продукт, маркиран със синя зв",,Месо и колбаси,1.0,kg,,12.03,23.53
Billa,1261,"Перелик Филе Елена От деликатесната витрина За 1 кг Продукт, маркиран със синя звезда Х",Перелик,Месо и колбаси,1.0,kg,,29.32,57.34
Billa,1262,Народен Кренвирш пилешки От деликатесната витрина За 1 кг,,Месо и колбаси,1.0,kg,,5.46,10.68
Billa,1263,"Майстор Цветко Деликатес с пуешко филе От деликатесната витрина За 1 кг Продукт, маркиран със синя з",,Месо и колбаси,1.0,kg,,17.0,33.25
Billa,1264,Пълнени чушки с ориз От деликатесната витрина За 1 кг,,Плодове и зеленчуци,1.0,kg,,9.96,19.48
Billa,1265,Едросмляна лютеница От деликатесната витрина За 1 кг,,Консерви,1.0,kg,,8.98,17.56
Billa,1266,Черни маслини Мамут 101-110* От деликатесната витрина За 1 кг,,Консерви,1.0,kg,,8.0,15.65
Billa,1267,Маслини Каламата Блонд 231-260* От деликатесната витрина За 1 кг,,Консерви,1.0,kg,,9.96,19.48
Billa,1268,Рикас Бяло саламурено сирене От деликатесната витрина За 1 кг,,Млечни продукти,1.0,kg,,9.96,19.48
Billa,1269,Саяна Кашкавал от краве мляко От деликатесната витрина За 1 кг,Саяна,Млечни продукти,1.0,kg,,17.97,35.15
Billa,1270,Боженци краве сирене За 1 кг,,Млечни продукти,1.0,kg,,16.0,31.29
Billa,1271,Landfrisch Сирене котидж 4q5% 150 г,,Млечни продукти,150.0,g,,2.25,4.4
Billa,1272,"Димитър Маджаров Овче сирене ЗНП 700 г Продукт, маркиран със синя звезда Защитено наименование за пр",Маджаров,Млечни продукти,700.0,g,,19.99,39.1
Billa,1273,"Веселина Салата Снежанка без консерванти 400 г Продукт, маркиран със синя звезда",,Плодове и зеленчуци,400.0,g,,4.99,9.76
Billa,1274,Белииса Краве сирене шайба От деликатесната витрина За 1 кг,,Млечни продукти,1.0,kg,,16.02,31.33
Billa,1275,"Пастир Кашкавал от козе мляко 200 г Продукт, маркиран със синя звезда",,Млечни продукти,200.0,g,,7.22,14.12
Billa,1276,Billa Premium Пармиджано реджано 200 г,Billa,Други,200.0,g,,12.3,24.06
Billa,1277,Billa селекция сирена 250 г,Billa,Други,250.0,g,,4.5,8.8
Billa,1278,"Clever Моцарела настъргана 250 г Продукт, маркиран със синя звезда",Clever,Млечни продукти,250.0,g,,3.48,6.81
Billa,1279,Deutsche Markenbutter краве масло 250 г,Deutsche Markenbutter,Млечни продукти,250.0,g,,4.99,9.76
Billa,1280,"Дончево яйца от подово оглеждани кокошки, размер M - 10 броя в опаковка",,Други,10.0,pcs,,4.4,8.61
Billa,1281,Верея Чудно Кисело мляко 5% 400 г,Верея,Млечни продукти,400.0,g,,1.49,2.91
Billa,1282,Kinder Pingui 30 г,Kinder,Други,30.0,g,,1.39,2.72
Billa,1283,Фантазия Десерт 100-110 г,,Напитки безалкохолни,110.0,g,,1.8,3.52
Billa,1284,Тимс Кифлички 250 г Произход - България,,Други,250.0,g,,1.99,3.89
Billa,1285,Clever Суров орех 200 г,Clever,Други,200.0,g,,5.46,10.68
Billa,1286,Роден край Нетунквани вафли 525 г Произход - България,,Сладкарски изделия,525.0,g,,4.5,8.8
Billa,1287,Хели Тунквана вафла с халва ретро 65 г Произход - България,,Сладкарски изделия,65.0,g,,0.59,1.15
Billa,1288,Кристал Локум цветен 140 г,,Сладкарски изделия,140.0,g,,1.15,2.25
